nm	reflectance
500	15.341
501	18.533
502	19.031
503	17.155
504	17.293
505	16.884
506	16.722
507	17.078
508	16.168
509	15.445
510	15.691
511	16.471
512	17.147
513	17.181
514	15.97505
515	16.27415
516	17.17735
517	15.5218
518	16.2545
519	16.5194
520	14.4613
521	15.941
522	17.3972
523	18.7852631579
524	20.71575
525	20.7658
526	18.8626315789
527	18.4059
528	17.7106
529	17.4137
530	17.9545
531	18.3061052632
532	18.1995
533	18.7828
534	18.9775
535	18.4852
536	17.958
537	18.8272631579
538	19.6159
539	19.278
540	20.334
541	17.5994210526
542	16.6191
543	18.5512
544	20.7515789474
545	20.13275
546	19.846
547	18.5665
548	18.7196
549	20.7113
550	23.1286315789
551	22.2912
552	20.5633684211
553	20.868
554	20.9794736842
555	21.39705
556	23.26275
557	21.82925
558	20.95225
559	22.5566842105
560	22.7762631579
561	23.2291052632
562	23.1043157895
563	22.6964
564	22.3604736842
565	22.5106842105
566	21.6026315789
567	21.156
568	21.837
569	23.5139473684
570	23.80725
571	23.26655
572	21.814
573	22.3376315789
574	21.8465
575	21.4308421053
576	20.749
577	18.49565
578	19.1163684211
579	23.7644
580	24.1582631579
581	21.2738
582	19.8821
583	22.9455
584	24.3873684211
585	22.8268421053
586	24.1021578947
587	26.9022631579
588	23.2058947368
589	23.2854210526
590	24.7333157895
591	24.479
592	21.1181
593	22.5871578947
594	25.09075
595	25.1564210526
596	25.6442631579
597	24.8865
598	22.6806842105
599	21.0118421053
600	21.7277894737
601	22.4212105263
602	23.1535263158
603	23.2097
604	24.5698947368
605	24.3362631579
606	22.86565
607	25.4533157895
608	25.4893157895
609	21.3008947368
610	21.326
611	25.701
612	32.295
613	28.4875789474
614	22.3427368421
615	22.9925789474
616	20.7321578947
617	20.9461052632
618	22.6123684211
619	23.0842
620	24.4058421053
621	23.4723157895
622	25.3962631579
623	26.4837894737
624	23.07315
625	20.7257368421
626	21.9317368421
627	19.8127894737
628	20.5124736842
629	20.5605
630	19.4857368421
631	20.1232105263
632	21.3745789474
633	24.7038947368
634	25.4151578947
635	23.7429473684
636	17.8295789474
637	16.2343684211
638	21.2983157895
639	23.3237894737
640	24.5727368421
641	24.7803684211
642	20.5177894737
643	18.4975789474
644	19.4655263158
645	22.8487368421
646	25.2098421053
647	21.7026315789
648	18.8674210526
649	22.2139473684
650	22.9793684211
651	14.2732105263
652	13.4288947368
653	18.9935263158
654	20.3172105263
655	19.8736842105
656	21.6020526316
657	21.1531111111
658	17.6985263158
659	16.806
660	19.981
661	21.6923333333
662	22.563
663	24.8316315789
664	21.6084736842
665	15.005
666	20.9354210526
667	21.7224210526
668	14.739
669	16.6115263158
670	19.7603333333
671	25.421
672	24.7131578947
673	19.7355555556
674	17.3625555556
675	25.3601052632
676	22.9567894737
677	20.3202105263
678	23.302
679	15.9376666667
680	20.1953333333
681	24.4796666667
682	27.453
683	23.0316315789
684	18.3821578947
685	20.988
686	17.0925
687	20.6375789474
688	25.1343888889
689	18.739
690	14.4155
691	19.3760526316
692	22.6555789474
693	29.4864210526
694	26.5556666667
695	16.3938888889
696	19.5556315789
697	21.2207777778
698	17.4638947368
699	18.8149444444
700	23.7314210526
